ID	Phylogeny	Species
KU242449	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KU243195	Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8;;	uncultured bacterium
KU519594	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured Geobacter sp.
KU578488	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578507	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
KU578535	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula	uncultured bacterium
KU578538	Bacteria;Desulfobacterota;Desulfuromonadia;PB19;;	uncultured bacterium
KU578541	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578561	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578577	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
KU578594	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578642	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578709	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KU578802	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KU585987	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma marginale
KU585989	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma platys
KU585990	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma marginale
KU586001	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma platys
KU586023	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma bovis
KU586025	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Candidatus Anaplasma boleense
KU586167	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma bovis
KU612255	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia	Lampropedia sp. BRTC-2
KU612256	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia	Lampropedia sp. BRTC-3
KU667198	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
KU681311	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulforhabdus	Candidatus Desulfonatronobulbus propionicus
KU686789	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma marginale
KU713365	Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;	uncultured bacterium
KU714605	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. MA-2016a
KU862021	Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;;	uncultured bacterium
KU862022	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KU865472	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus Neoehrlichia	Candidatus Neoehrlichia arcana
KU937417	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KU937442	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured marine bacterium
KX014095	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KX014481	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KX017290	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hepatozoon	Hepatozoon felis
KX035269	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured	uncultured Ilumatobacter sp.
KX088595	Bacteria;NB1-j;;;;	uncultured bacterium
KX097085	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
KX097089	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX097102	Bacteria;NB1-j;;;;	uncultured bacterium
KX097121	Bacteria;Sva0485;;;;	uncultured bacterium
KX097126	Bacteria;NB1-j;;;;	uncultured bacterium
KX097134	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KX097141	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KX097151	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX097200	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KX097216	Bacteria;NB1-j;;;;	uncultured bacterium
KX097234	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KX097236	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX097254	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX097269	Bacteria;Myxococcota;bacteriap25;;;	uncultured bacterium
KX097312	Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;	uncultured bacterium
KX097516	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;SEEP-SRB1	uncultured bacterium
KX097547	Bacteria;NB1-j;;;;	uncultured bacterium
KX097558	Bacteria;NB1-j;;;;	uncultured bacterium
KX097579	Bacteria;NB1-j;;;;	uncultured bacterium
KX097600	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX097628	Bacteria;NB1-j;;;;	uncultured bacterium
KX097745	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX097786	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured bacterium
KX138601	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Blastocrithidia	Blastocrithidia sp. ex Lygus sp.
KX163619	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
KX163973	Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium	uncultured bacterium
KX163975	Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium	uncultured bacterium
KX170864	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured Geobacter sp.
KX172234	Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;	uncultured bacterium
KX172242	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;uncultured	uncultured bacterium
KX172283	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	uncultured bacterium
KX172516	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX172589	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX172631	Bacteria;NB1-j;;;;	uncultured bacterium
KX172721	Bacteria;NB1-j;;;;	uncultured bacterium
KX172728	Bacteria;NB1-j;;;;	uncultured bacterium
KX172741	Bacteria;NB1-j;;;;	uncultured bacterium
KX172759	Bacteria;NB1-j;;;;	uncultured bacterium
KX172763	Bacteria;NB1-j;;;;	uncultured bacterium
KX172771	Bacteria;NB1-j;;;;	uncultured bacterium
KX172922	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX172983	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX172984	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX172985	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX172986	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX173012	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	uncultured bacterium
KX173111	Bacteria;NB1-j;;;;	uncultured bacterium
KX173118	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX173127	Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;;uncultured	uncultured bacterium
KX173230	Bacteria;NB1-j;;;;	uncultured bacterium
KX173243	Bacteria;NB1-j;;;;	uncultured bacterium
KX173251	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX173258	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured	uncultured bacterium
KX177198	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade	uncultured bacterium
KX177214	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix	uncultured bacterium
KX177562	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KX180905	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured Geobacter sp.
KX218432	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 4 1093 cl2
KX218434	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 6 1092 cl1
KX218436	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 8 1092 cl5
KX218438	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 10 1092 cl9
KX218439	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp. 11 1095
KX227622	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria equi
KX227636	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria equi
KX242540	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas	Burkholderiales bacterium CV33
KX257483	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Phytomonas	Phytomonas oxycareni
KX379497	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	uncultured Neorickettsia sp.
KX420740	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Neobodonida;Rhynchomonas	Rhynchomonas sp.
KX422135	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	uncultured bacterium
KX422161	Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa	uncultured bacterium
KX426927	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427590	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427661	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427663	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427684	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427749	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427770	Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade;;	uncultured bacterium
KX427820	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427826	Bacteria;Myxococcota;Polyangia;Blfdi19;;	uncultured bacterium
KX427839	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured bacterium
KX427842	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427900	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427941	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX427988	Bacteria;SAR324 clade(Marine group B);;;;	uncultured bacterium
KX430041	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Vitiosangium	Vitiosangium subalbum
KX430042	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium	Vitiosangium cumulatum
KX447502	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Anaplasma	Anaplasma platys
KX504736	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
KX504737	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
KX504796	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
KX504834	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	uncultured bacterium
KX504842	Bacteria;Nitrospinota;P9X2b3D02;;;	uncultured bacterium
KX504904	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;;uncultured	uncultured bacterium
KX504924	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KX504987	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	uncultured bacterium
KX504995	Bacteria;Desulfobacterota;Syntrophia;Syntrophales;;uncultured	uncultured bacterium
KX507250	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;	Haemogregarina sp.
KX507980	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;uncultured	uncultured bacterium
KX528553	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
KX581164	Bacteria;Actinobacteriota;WCHB1-81;;;	uncultured organism
KX581180	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	uncultured organism
KX641338	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Blastocrithidia	Blastocrithidia papi
KX722521	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Theileria;	Theileria equi
KX752993	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;;uncultured	uncultured bacterium
KX753136	Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;	uncultured bacterium
KX757032	Eukaryota;SAR;Alveolata;Apicomplexa;Conoidasida;Coccidia;Adeleorina;Hepatozoon	Hepatozoon silvestris
KX790782	Eukaryota;Discoba;Discicristata;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Zelonia	Zelonia cf. costaricensis
KX817985	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	uncultured Babesia
KX818103	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	Neorickettsia sp. 3225
KX818105	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia	Neorickettsia sp. 2930
KX823729	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	uncultured bacterium
KX823814	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	uncultured bacterium
KX823820	Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter	uncultured bacterium
KX870104	Eukaryota;SAR;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida;Babesia;	Babesia sp.
KX889842	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea	Deefgea sp.
KX889843	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea	Deefgea sp.
KX932518	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932541	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932560	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932564	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932568	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932570	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932572	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932622	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX932624	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX932628	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX932631	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX932722	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX932724	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX933247	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX933485	Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade	uncultured marine bacterium
KX933511	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	uncultured marine bacterium
KX933648	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	uncultured marine bacterium
KX933690	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX933692	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX933940	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX933971	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;	uncultured marine bacterium
KX934063	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934078	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934080	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934200	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella	uncultured marine bacterium
KX934396	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934423	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934424	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934425	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934437	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934438	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934439	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934453	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX934457	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX934459	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX934460	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX934492	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group	uncultured marine bacterium
KX934552	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934728	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX934833	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine eukaryote
KX935771	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;	uncultured marine bacterium
KX936425	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX936430	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX936431	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX936432	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX936433	Bacteria;SAR324 clade(Marine group B);;;;	uncultured marine bacterium
KX936777	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX936789	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
KX936791	Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina	uncultured marine bacterium
